0,0
1,0.061376526
2,0.378146801
3,0.606511532
4,0.736153971
5,0.824928539
6,0.880030138
7,0.912809847
8,0.930534601
9,0.95080399
10,0.96265588
11,0.977722879
12,0.976229836
13,0.977755416
14,0.982402213
15,0.98299567
16,0.963102024
17,0.957120427
18,0.932228117
19,0.927104237
20,0.91460553
21,0.908685355
22,0.891026454
23,0.885731407
24,0.855172424
25,0.85404916
26,0.833857044
27,0.816120966
28,0.796123978
29,0.780584986
30,0.762052712
31,0.746252664
32,0.727654844
33,0.714502375
34,0.7099657
35,0.700588962
36,0.671341982
37,0.661570476
38,0.653184516
39,0.641534684
40,0.630691915
41,0.608418654
42,0.600435661
43,0.589878612
44,0.572642616
45,0.568976395
46,0.565770098
47,0.546331105
48,0.536092226
49,0.529018208
50,0.530658458
51,0.523016285
52,0.509539282
53,0.499244652
54,0.497435898
55,0.487741807
56,0.484763626
57,0.482160532
58,0.46900288
59,0.464184929
60,0.46078288
61,0.459786908
62,0.451988962
63,0.442980266
64,0.443951502
65,0.436546267
66,0.432150223
67,0.428489767
68,0.42312018
69,0.413504552
70,0.412727065
71,0.408938693
72,0.404037831
73,0.404731436
74,0.397755855
75,0.401406056
76,0.397599897
77,0.381346419
78,0.39630042
79,0.383422345
80,0.380605135
81,0.374264863
82,0.3686107
83,0.373406956
84,0.364067082
85,0.361880722
86,0.372336324
87,0.362669465
88,0.354592671
89,0.36096014
90,0.358869622
