0,0,0,0,0,0,0,0,0,0,0
1,0.061376526,0.019787934,0.085568338,0.078369857,0.042418877,0.024790608,0.019224036,0.005699083,0.04452556,0.012224363
2,0.378146801,0.233262064,0.443316819,0.341459504,0.427247093,0.037457401,0.045772113,0.046750521,0.064090619,0.043395445
3,0.606511532,0.447605125,0.656221571,0.541097439,0.688596074,0.019132307,0.053210619,0.033955072,0.052887838,0.02679042
4,0.736153971,0.573070483,0.761955634,0.642274402,0.824489038,0.030871246,0.034424456,0.032716864,0.025435282,0.017255839
5,0.824928539,0.674225296,0.859395344,0.735594206,0.869430502,0.017103048,0.03378997,0.015527197,0.029075649,0.039315718
6,0.880030138,0.738695314,0.885760746,0.783774509,0.917131195,0.015749489,0.032647723,0.023994818,0.02601864,0.023102051
7,0.912809847,0.786315144,0.937888428,0.844493684,0.969496706,0.015478759,0.010697399,0.011282215,0.034510559,0.019008637
8,0.930534601,0.818053068,0.949423986,0.870463495,0.976042796,0.0152792,0.007609309,0.007768721,0.048012522,0.012670082
9,0.95080399,0.869130621,0.962602956,0.867337755,0.975870777,0.020318761,0.013797023,0.013434077,0.01727782,0.019270785
10,0.96265588,0.88625422,0.988088994,0.904629118,0.997727273,0.018982149,0.018829151,0.015153427,0.028799065,0.004545455
11,0.977722879,0.911421475,0.99458729,0.937007308,0.980809642,0.014585857,0.011490509,0.00817252,0.030847618,0.014260294
12,0.976229836,0.925482211,0.980268171,0.961585473,0.988610094,0.018480408,0.009955843,0.023196155,0.027410352,0.00735906
13,0.977755416,0.941351792,0.988274451,0.954124822,0.9606565,0.033877094,0.007522086,0.010415621,0.020380292,0.039917952
14,0.982402213,0.955537777,0.986063339,0.951579925,0.960611215,0.028540098,0.010860828,0.010516159,0.018234029,0.008024455
15,0.98299567,0.957057507,0.956427895,0.958945976,0.9312637,0.014995812,0.01096089,0.022434726,0.027400328,0.023084269
16,0.963102024,0.97704601,0.952037153,0.980447727,0.920420122,0.021821557,0.005715128,0.01117637,0.022612275,0.018488969
17,0.957120427,0.977177431,0.930460385,0.986467604,0.899614447,0.031145637,0.003398549,0.018888744,0.017437828,0.031659813
18,0.932228117,0.974908597,0.920406696,0.973045861,0.884879066,0.031687554,0.008741165,0.016737865,0.00531304,0.046454048
19,0.927104237,0.994596376,0.901853522,0.974187715,0.856627361,0.035269153,0.005375254,0.012647466,0.023066198,0.030424424
20,0.91460553,0.979655879,0.892289534,0.976359868,0.827838614,0.036486453,0.009578021,0.039375533,0.022018043,0.026231136
21,0.908685355,0.987650964,0.871972454,0.97269073,0.816184046,0.042187183,0.016592009,0.026323291,0.019590221,0.033619481
22,0.891026454,0.989078407,0.850759289,0.978232798,0.805904256,0.034772812,0.010889283,0.026705121,0.02331888,0.018530745
23,0.885731407,0.974528477,0.834975532,0.964307381,0.767403868,0.032479142,0.007764978,0.030185069,0.007880569,0.030571858
24,0.855172424,0.980282497,0.814071377,0.974604674,0.729608056,0.041659168,0.006718384,0.049144471,0.026514351,0.040542119
25,0.85404916,0.976385285,0.788830408,0.968372922,0.708589333,0.040816473,0.017626381,0.055019419,0.029056436,0.033262811
26,0.833857044,0.9787913,0.772855866,0.941165516,0.712306589,0.044908367,0.017626366,0.0438629,0.030086622,0.034263717
27,0.816120966,0.973800711,0.763434434,0.967457202,0.688173903,0.037299238,0.005946252,0.049874193,0.016506814,0.036080489
28,0.796123978,0.969841852,0.727551202,0.963102777,0.651537804,0.061969802,0.018173,0.050911321,0.02597508,0.043400667
29,0.780584986,0.972323963,0.718581021,0.957746291,0.645132754,0.050426965,0.010722881,0.06374522,0.027103276,0.034008385
30,0.762052712,0.957927358,0.697083154,0.923473473,0.621779607,0.061705609,0.013582078,0.052516016,0.014773233,0.016039164
31,0.746252664,0.9526062,0.678108112,0.945557648,0.613282726,0.055167075,0.016928631,0.053660134,0.017450143,0.042836505
32,0.727654844,0.95015488,0.647237566,0.945338954,0.575398227,0.045158244,0.005082189,0.055230568,0.024319168,0.045595098
33,0.714502375,0.932743956,0.637399127,0.941701347,0.560588405,0.050219688,0.01070205,0.061103992,0.02476808,0.043374203
34,0.7099657,0.940610509,0.626173926,0.926508237,0.566239218,0.04946885,0.014631304,0.054035549,0.017583307,0.029118566
