8E-12,0,0.098918083,-1.44011E-12,-0.02015974,,1.29
9.4375E-12,0.001,0.116692427,-2.60884E-15,-3.65205E-05,,8.47189E-12
9.7188E-12,0.002,0.120170634,2.78691E-13,0.003901331,,9.23469E-12
1.1906E-11,0.003,0.147214838,2.46589E-12,0.034519422,,9.0869E-12
1.2313E-11,0.004,0.152247295,2.87289E-12,0.040216918,,
8.9375E-12,0.005,0.110510046,-5.02609E-13,-0.007035901,,
1.3344E-11,0.006,0.164995363,3.90389E-12,0.054649641,,
1.025E-11,0.007,0.126738794,8.09891E-13,0.011337473,,
8.8125E-12,0.008,0.108964451,-6.27609E-13,-0.008785746,,
6.3125E-12,0.009,0.07805255,-3.12761E-12,-0.04378265,,
8.1875E-12,0.01,0.101236476,-1.25261E-12,-0.017534972,,
6.5313E-12,0.011,0.08075796,-2.90881E-12,-0.040719721,,
7E-12,0.012,0.086553323,-2.44011E-12,-0.034158502,,
7.4063E-12,0.013,0.091577125,-2.03381E-12,-0.028470805,,
9.9063E-12,0.014,0.122489026,4.66191E-13,0.006526099,,
1.4281E-11,0.015,0.176581144,4.84089E-12,0.067766481,,
1.2469E-11,0.016,0.154176198,3.02889E-12,0.042400725,,
1.0406E-11,0.017,0.128667697,9.65891E-13,0.01352128,,
1.0906E-11,0.018,0.134850077,1.46589E-12,0.020520661,,
1.15E-11,0.019,0.142194745,2.05989E-12,0.028835925,,
1.3031E-11,0.02,0.161125193,3.59089E-12,0.050268029,,
8.9688E-12,0.021,0.110897063,-4.71309E-13,-0.00659774,,
8.2187E-12,0.022,0.101622257,-1.22141E-12,-0.017098211,,
7.0938E-12,0.023,0.087713138,-2.34631E-12,-0.032845418,,
7.1563E-12,0.024,0.088485935,-2.28381E-12,-0.031970495,,
8.0938E-12,0.025,0.100077898,-1.34631E-12,-0.018846656,,
1.0094E-11,0.026,0.124809892,6.53891E-13,0.009153666,,
1.025E-11,0.027,0.126738794,8.09891E-13,0.011337473,,
1.0594E-11,0.028,0.130992272,1.15389E-12,0.016153047,,
5.9688E-12,0.029,0.073802782,-3.47131E-12,-0.048594024,,
7.6875E-12,0.03,0.095054096,-1.75261E-12,-0.024534353,,
6.4375E-12,0.031,0.079598145,-3.00261E-12,-0.042032805,,
5.3438E-12,0.032,0.066074807,-4.09631E-12,-0.05734325,,
9.4063E-12,0.033,0.116306646,-3.38088E-14,-0.000473282,,
8.7188E-12,0.034,0.107805873,-7.21309E-13,-0.01009743,,
8.5313E-12,0.035,0.105487481,-9.08809E-13,-0.012722198,,
8.8438E-12,0.036,0.109351468,-5.96309E-13,-0.008347585,,
8.7188E-12,0.037,0.107805873,-7.21309E-13,-0.01009743,,
1.0188E-11,0.038,0.125972179,7.47891E-13,0.01046955,,
9.5E-12,0.039,0.117465224,5.98912E-14,0.000838402,,
9.5312E-12,0.04,0.117851005,9.10912E-14,0.001275163,,
8.5937E-12,0.041,0.106259042,-8.46409E-13,-0.011848675,,
8.4688E-12,0.042,0.104714683,-9.71309E-13,-0.013597121,,
8.4063E-12,0.043,0.103941886,-1.03381E-12,-0.014472043,,
9.375E-12,0.044,0.115919629,-6.51088E-14,-0.000911443,,
7.4063E-12,0.045,0.091577125,-2.03381E-12,-0.028470805,,
7.7813E-12,0.046,0.09621391,-1.65881E-12,-0.023221269,,
5.8125E-12,0.047,0.07187017,-3.62761E-12,-0.050782031,,
5.7813E-12,0.048,0.071484389,-3.65881E-12,-0.051218792,,
4.625E-12,0.049,0.057187017,-4.81511E-12,-0.06740556,,
8.625E-12,0.05,0.106646059,-8.15109E-13,-0.011410514,,
1.0125E-11,0.051,0.125193199,6.84891E-13,0.009587628,,
8.8438E-12,0.052,0.109351468,-5.96309E-13,-0.008347585,,
7.8125E-12,0.053,0.096599691,-1.62761E-12,-0.022784508,,
8.75E-12,0.054,0.108191654,-6.90109E-13,-0.009660669,,
7.3125E-12,0.055,0.090417311,-2.12761E-12,-0.029783889,,
7.6875E-12,0.056,0.095054096,-1.75261E-12,-0.024534353,,
8.6875E-12,0.057,0.107418856,-7.52609E-13,-0.010535592,,
8.3125E-12,0.058,0.102782071,-1.12761E-12,-0.015785127,,
6.75E-12,0.059,0.083462133,-2.69011E-12,-0.037658192,,
5.9063E-12,0.06,0.073029985,-3.53381E-12,-0.049468947,,
6.8438E-12,0.061,0.084621947,-2.59631E-12,-0.036345108,,
5.8125E-12,0.062,0.07187017,-3.62761E-12,-0.050782031,,
7.0313E-12,0.063,0.08694034,-2.40881E-12,-0.03372034,,
1E-11,0.064,0.123647604,5.59891E-13,0.007837783,,
8.25E-12,0.065,0.102009274,-1.19011E-12,-0.01666005,,
8.4688E-12,0.066,0.104714683,-9.71309E-13,-0.013597121,,
8.9063E-12,0.067,0.110124266,-5.33809E-13,-0.007472663,,
1.1E-11,0.068,0.136012365,1.55989E-12,0.021836544,,
1.0375E-11,0.069,0.128284389,9.34891E-13,0.013087318,,
1.0031E-11,0.07,0.124030912,5.90891E-13,0.008271744,,
6.9375E-12,0.071,0.085780526,-2.50261E-12,-0.035033424,,
6.5625E-12,0.072,0.08114374,-2.87761E-12,-0.04028296,,
